tc_id	location	strand	cer	emb	liv	lun	mac	som	vis
C5R5BEFA7F	chr5:96402047-96402061	R	3.94892	1.58179	3.28215	4.62163	11.7703	4.78599	8.59513
C5R36F6A5	chr5:3602085-3602121	R	15.7957	1.58179	2.46161	3.85136	11.7703	4.78599	8.59513
C3F5497C63	chr3:88702051-88702085	F	7.89783	1.58179	2.46161	8.47299	11.7703	4.78599	4.29756
C14R7024867	chr14:117590119-117590173	R	3.94892	1.58179	5.74376	0.770272	5.88516	4.78599	4.29756
C7R791F73C	chr7:127006524-127006585	R	3.94892	4.74536	3.28215	6.93245	5.88516	9.57199	4.29756
C7R792DA9E	chr7:127064734-127064799	R	3.94892	4.74536	18.0518	1.54054	11.7703	9.57199	4.29756
C3F592B71	chr3:5843825-5843827	F	3.94892	1.58179	8.20538	2.31082	5.88516	4.78599	8.59513
C7R1C20C70	chr7:29494384-29494384	R	3.94892	1.58179	8.20538	2.31082	5.88516	14.358	8.59513
C13R5A37D89	chr13:94600585-94600629	R	3.94892	7.90893	8.20538	3.08109	5.88516	4.78599	8.59513
C10R6D789FE	chr10:114788862-114788915	R	3.94892	4.74536	4.92323	7.70272	5.88516	4.78599	4.29756
C17R298CE2A	chr17:43568682-43568746	R	3.94892	4.74536	0.820538	26.9595	5.88516	4.78599	4.29756
C7F19B7C77	chr7:26967159-26967223	F	3.94892	4.74536	0.820538	3.08109	5.88516	9.57199	4.29756
C2FA4A8F85	chr2:172658565-172658568	F	11.8468	1.58179	5.74376	1.54054	5.88516	4.78599	4.29756
C7FE949C5	chr7:15288773-15288812	F	11.8468	1.58179	5.74376	1.54054	5.88516	4.78599	8.59513
C9F1C9478B	chr9:29968267-29968267	F	11.8468	1.58179	0.820538	1.54054	5.88516	4.78599	25.7854
C5R58E50AC	chr5:93212844-93212897	R	27.6424	1.58179	0.820538	2.31082	5.88516	4.78599	25.7854
C14F58DB060	chr14:93171808-93171811	F	27.6424	1.58179	4.10269	12.3243	5.88516	4.78599	4.29756
C17R21F04DE	chr17:35587294-35587332	R	11.8468	3.16357	4.10269	1.54054	5.88516	4.78599	4.29756
C9R2657FEC	chr9:40206316-40206376	R	11.8468	3.16357	0.820538	6.16217	17.6555	4.78599	4.29756
C2F90C533C	chr2:151802684-151802707	F	11.8468	3.16357	4.92323	0.770272	17.6555	9.57199	4.29756
C8FE17D6B	chr8:14777707-14777752	F	11.8468	3.16357	4.92323	0.770272	17.6555	4.78599	4.29756
C10F813229	chr10:8466985-8466987	F	11.8468	3.16357	9.84645	7.70272	17.6555	9.57199	4.29756
C2R579236A	chr2:91825002-91825079	R	11.8468	17.3996	0.820538	7.70272	17.6555	4.78599	4.29756
C16R43B910	chr16:4438288-4438296	R	11.8468	23.7268	0.820538	7.70272	17.6555	4.78599	4.29756
C7F3D4B565	chr7:64271717-64271744	F	7.89783	3.16357	8.20538	3.08109	17.6555	4.78599	4.29756
C14F727C347	chr14:120046407-120046431	F	11.8468	1.58179	0.820538	3.08109	17.6555	4.78599	8.59513
C14F3444E5D	chr14:54808157-54808272	F	11.8468	6.32714	0.820538	12.3243	17.6555	4.78599	4.29756
C11F5E7BE9	chr11:6192105-6192200	F	11.8468	6.32714	5.74376	4.62163	17.6555	9.57199	4.29756
C7F5BD8B4	chr7:6019252-6019280	F	3.94892	1.58179	5.74376	4.62163	17.6555	9.57199	4.29756
C7R2B23A1E	chr7:45234718-45234735	R	3.94892	1.58179	5.74376	4.62163	17.6555	4.78599	4.29756
C17F20A72AA	chr17:34239146-34239210	F	11.8468	1.58179	5.74376	4.62163	17.6555	9.57199	8.59513
C15F6032673	chr15:100869747-100869750	F	11.8468	1.58179	5.74376	4.62163	17.6555	9.57199	8.59513
C4F7EA3B48	chr4:132791112-132791164	F	11.8468	17.3996	3.28215	10.7838	17.6555	9.57199	8.59513
C17R1FB6684	chr17:33252996-33253036	R	15.7957	17.3996	1.64108	9.24326	17.6555	4.78599	8.59513
C1R936FFCB	chr1:154599371-154599391	R	19.7446	17.3996	0.820538	2.31082	17.6555	4.78599	8.59513
C13F1F4A42B	chr13:32810027-32810113	F	19.7446	17.3996	4.10269	1.54054	17.6555	4.78599	17.1903
C7F2AE7DA5	chr7:44989861-44989862	F	19.7446	17.3996	0.820538	17.7163	17.6555	4.78599	4.29756
C5R636E9B4	chr5:104262068-104262187	R	3.94892	17.3996	6.5643	10.7838	5.88516	4.78599	4.29756
C15F5075704	chr15:84367108-84367108	F	7.89783	17.3996	5.74376	9.24326	5.88516	4.78599	8.59513
C12F269B7E8	chr12:40482792-40482792	F	3.94892	17.3996	5.74376	0.770272	5.88516	9.57199	17.1903
C4F9023C16	chr4:151141398-151141398	F	7.89783	17.3996	3.28215	2.31082	11.7703	4.78599	17.1903
C7F4B23495	chr7:78787733-78787788	F	7.89783	22.145	1.64108	7.70272	11.7703	4.78599	17.1903
C7R2A9C484	chr7:44680324-44680378	R	3.94892	22.145	14.7697	8.47299	11.7703	4.78599	4.29756
C19R3937F4B	chr19:59998027-59998129	R	3.94892	22.145	14.7697	1.54054	11.7703	4.78599	8.59513
C1F8461F9	chr1:8675833-8675834	F	3.94892	1.58179	0.820538	19.2568	5.88516	4.78599	8.59513
C4RF33D83	chr4:15940995-15941024	R	19.7446	3.16357	1.64108	19.2568	5.88516	4.78599	8.59513
C11F604B5CF	chr11:100971983-100971997	F	11.8468	3.16357	1.64108	0.770272	5.88516	9.57199	8.59513
CXF7A78BB7	chrX:128420791-128420792	F	11.8468	1.58179	3.28215	3.08109	5.88516	4.78599	12.8927
C15R54D5DF6	chr15:88956406-88956466	R	7.89783	1.58179	4.92323	6.93245	5.88516	4.78599	4.29756
C10F5EEB32C	chr10:99529516-99529525	F	7.89783	1.58179	0.820538	11.5541	5.88516	19.144	4.29756
C17R163BDAF	chr17:23313839-23313886	R	7.89783	1.58179	0.820538	2.31082	5.88516	9.57199	4.29756
C1R200E9E0	chr1:33614304-33614330	R	11.8468	1.58179	0.820538	1.54054	11.7703	4.78599	4.29756
C2F59D7E61	chr2:94207585-94207605	F	23.6935	3.16357	1.64108	2.31082	11.7703	4.78599	4.29756
C9R6AE3304	chr9:112079620-112079706	R	23.6935	1.58179	1.64108	2.31082	11.7703	4.78599	8.59513
C3R81F36B0	chr3:136263344-136263443	R	23.6935	1.58179	0.820538	29.2703	11.7703	4.78599	8.59513
C4F5382614	chr4:87565844-87565882	F	23.6935	6.32714	1.64108	1.54054	11.7703	4.78599	8.59513
C11F30C3BC9	chr11:51133385-51133455	F	7.89783	3.16357	1.64108	16.1757	11.7703	4.78599	4.29756
C19R275B02E	chr19:41267246-41267251	R	7.89783	3.16357	5.74376	3.08109	11.7703	4.78599	8.59513
C12R24CBB56	chr12:38583126-38583126	R	3.94892	3.16357	5.74376	8.47299	11.7703	4.78599	8.59513
C10F4CEC74F	chr10:80660303-80660346	F	3.94892	3.16357	5.74376	8.47299	11.7703	14.358	17.1903
C9F62444A8	chr9:103040168-103040228	F	3.94892	3.16357	5.74376	8.47299	11.7703	14.358	17.1903
C17F453AF40	chr17:72593216-72593218	F	3.94892	3.16357	5.74376	8.47299	11.7703	14.358	17.1903
C10R4030A36	chr10:67308086-67308112	R	3.94892	3.16357	5.74376	8.47299	11.7703	14.358	17.1903
C10R732910A	chr10:120754442-120754508	R	3.94892	3.16357	1.64108	14.6352	5.88516	4.78599	17.1903
C10F4BE3660	chr10:79574624-79574638	F	7.89783	3.16357	0.820538	3.08109	5.88516	9.57199	4.29756
C9R26305DD	chr9:40043997-40044031	R	11.8468	3.16357	0.820538	1.54054	5.88516	9.57199	8.59513
C8R4E210E1	chr8:81924321-81924325	R	11.8468	1.58179	0.820538	1.54054	5.88516	4.78599	4.29756
C5R67A7729	chr5:108689193-108689202	R	11.8468	1.58179	2.46161	0.770272	23.5406	4.78599	4.29756
C4F768B956	chr4:124303702-124303722	F	7.89783	3.16357	4.92323	5.3919	5.88516	4.78599	4.29756
C12R6AEC926	chr12:112118054-112118072	R	3.94892	1.58179	4.92323	3.08109	5.88516	14.358	8.59513
C4R789C95A	chr4:126470490-126470541	R	11.8468	1.58179	3.28215	2.31082	5.88516	4.78599	4.29756
C14R44C73C7	chr14:72119239-72119247	R	19.7446	1.58179	1.64108	2.31082	5.88516	4.78599	4.29756
C9F21A31E7	chr9:35271143-35271143	F	11.8468	3.16357	0.820538	0.770272	5.88516	4.78599	4.29756
C2F7D8826C	chr2:131629676-131629761	F	3.94892	3.16357	0.820538	3.85136	5.88516	14.358	8.59513
C2R1570CB3	chr2:22482099-22482099	R	27.6424	3.16357	0.820538	0.770272	5.88516	14.358	8.59513
C9F5EA996C	chr9:99260780-99260830	F	27.6424	3.16357	0.820538	31.5811	5.88516	14.358	8.59513
C15F23D885E	chr15:37587038-37587134	F	27.6424	3.16357	0.820538	31.5811	5.88516	14.358	8.59513
C17R3543CFE	chr17:55852286-55852340	R	3.94892	1.58179	1.64108	3.85136	5.88516	4.78599	12.8927
C4F38F4249	chr4:59720265-59720314	F	3.94892	1.58179	1.64108	3.85136	5.88516	4.78599	12.8927
C6R531A9F	chr6:5446303-5446364	R	3.94892	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C5R88D90CE	chr5:143495374-143495374	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C11R2832856	chr11:42149974-42149974	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C5F918957	chr5:9537879-9537880	F	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C11R5FDA377	chr11:100508535-100508562	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C8F562D57E	chr8:90363262-90363275	F	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C9F3BCFDFA	chr9:62717434-62717436	F	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C19F2A3D107	chr19:44290311-44290322	F	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C14R335DAD2	chr14:53861074-53861077	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
CXR8171C02	chrX:135732226-135732230	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C9R148C1A7	chr9:21545383-21545419	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C9R56F0935	chr9:91162933-91162957	R	31.5913	1.58179	7.38484	12.3243	5.88516	9.57199	12.8927
C13F380B33F	chr13:58766143-58766151	F	11.8468	1.58179	7.38484	12.3243	5.88516	9.57199	8.59513
CXR2DB4727	chrX:47925031-47925048	R	11.8468	1.58179	7.38484	12.3243	5.88516	28.716	8.59513
C17R534BBA4	chr17:87341988-87342004	R	7.89783	1.58179	7.38484	0.770272	5.88516	14.358	8.59513
C15R471B82B	chr15:74561579-74561592	R	7.89783	1.58179	7.38484	30.0406	5.88516	14.358	8.59513
C19R392ED0B	chr19:59960587-59960597	R	3.94892	1.58179	2.46161	1.54054	5.88516	14.358	8.59513
CXF7B36597	chrX:129197463-129197475	F	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C4R6D218E6	chr4:114432230-114432230	R	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C7F1B404F6	chr7:28574966-28575021	F	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C2R1A9D34A	chr2:27906890-27906896	R	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C19R1D327DA	chr19:30615514-30615519	R	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C5F802C013	chr5:134397971-134397971	F	3.94892	31.6357	2.46161	1.54054	5.88516	14.358	8.59513
C1R4C80E92	chr1:80219794-80219839	R	3.94892	31.6357	0.820538	2.31082	5.88516	4.78599	8.59513
C19R2D20C80	chr19:47320192-47320203	R	3.94892	31.6357	2.46161	10.0135	5.88516	4.78599	4.29756
C17F1681DC1	chr17:23600577-23600577	F	27.6424	31.6357	2.46161	1.54054	5.88516	4.78599	4.29756
C15RBC7A71	chr15:12352113-12352113	R	27.6424	31.6357	2.46161	1.54054	5.88516	4.78599	4.29756
C7R8697178	chr7:141128056-141128106	R	27.6424	9.49071	22.1545	1.54054	5.88516	4.78599	4.29756
C11F4188CD4	chr11:68717780-68717781	F	27.6424	6.32714	8.20538	6.93245	5.88516	4.78599	4.29756
C2F3203292	chr2:52441746-52441747	F	15.7957	3.16357	3.28215	4.62163	5.88516	4.78599	4.29756
C9R28A19C2	chr9:42604994-42605042	R	15.7957	3.16357	3.28215	4.62163	5.88516	4.78599	4.29756
C11F434F895	chr11:70580373-70580452	F	3.94892	1.58179	3.28215	0.770272	5.88516	9.57199	8.59513
C1FF585F8	chr1:16090616-16090621	F	3.94892	1.58179	6.5643	3.85136	17.6555	9.57199	8.59513
C4R91C652E	chr4:152855854-152855856	R	3.94892	9.49071	6.5643	3.85136	11.7703	9.57199	8.59513
C2F8220ED6	chr2:136449750-136449775	F	3.94892	9.49071	6.5643	3.85136	11.7703	19.144	8.59513
C19R4D86C1	chr19:5080769-5080783	R	3.94892	9.49071	6.5643	3.85136	11.7703	19.144	8.59513
C19R2C3B211	chr19:46379537-46379559	R	3.94892	9.49071	6.5643	3.85136	11.7703	19.144	8.59513
C16F5A324C5	chr16:94577861-94577875	F	3.94892	9.49071	6.5643	3.85136	11.7703	19.144	8.59513
C15F32E2248	chr15:53355080-53355082	F	3.94892	9.49071	6.5643	3.85136	11.7703	19.144	8.59513
C11R5280DD5	chr11:86511061-86511065	R	23.6935	1.58179	4.10269	2.31082	11.7703	19.144	8.59513
C8F7322B1A	chr8:120728346-120728346	F	11.8468	1.58179	5.74376	2.31082	11.7703	4.78599	8.59513
C7R38FBB20	chr7:59751200-59751203	R	11.8468	1.58179	5.74376	2.31082	11.7703	4.78599	8.59513
C8F75BEB6B	chr8:123464555-123464599	F	11.8468	1.58179	5.74376	2.31082	11.7703	4.78599	8.59513
C2R9CFA211	chr2:164602385-164602469	R	11.8468	1.58179	0.820538	5.3919	11.7703	4.78599	8.59513
C1R4BFB868	chr1:79673448-79673452	R	7.89783	4.74536	0.820538	6.16217	11.7703	4.78599	12.8927
C12F54C1C39	chr12:88874041-88874089	F	7.89783	1.58179	3.28215	0.770272	11.7703	9.57199	8.59513
C5F6A7C260	chr5:111657568-111657603	F	7.89783	4.74536	2.46161	1.54054	11.7703	14.358	8.59513
C2R7951CAF	chr2:127212719-127212758	R	19.7446	4.74536	2.46161	1.54054	11.7703	4.78599	4.29756
C10RA46019	chr10:10772505-10772558	R	19.7446	4.74536	2.46161	1.54054	11.7703	4.78599	4.29756
C9R666CC19	chr9:107400217-107400282	R	3.94892	1.58179	1.64108	6.16217	17.6555	4.78599	4.29756
C18R49CE147	chr18:77390151-77390172	R	11.8468	1.58179	1.64108	6.16217	17.6555	19.144	4.29756
C8RAF2644	chr8:11478596-11478628	R	3.94892	1.58179	9.02592	5.3919	11.7703	19.144	4.29756
C16R3BCC6D	chr16:3918957-3919012	R	3.94892	3.16357	0.820538	3.08109	5.88516	4.78599	8.59513
C12R52F2426	chr12:86975526-86975526	R	3.94892	3.16357	3.28215	10.7838	17.6555	4.78599	8.59513
C7F78F1617	chr7:126817815-126817829	F	3.94892	14.2361	3.28215	1.54054	5.88516	4.78599	4.29756
CXFBDF5E4	chrX:12449252-12449317	F	3.94892	14.2361	10.667	12.3243	5.88516	4.78599	4.29756
C9F3D033B8	chr9:63976376-63976388	F	11.8468	4.74536	8.20538	6.93245	5.88516	4.78599	4.29756
C6F7B80058	chr6:129499224-129499302	F	3.94892	4.74536	8.20538	3.85136	5.88516	9.57199	8.59513
C8F4CB8046	chr8:80445510-80445548	F	3.94892	4.74536	4.92323	2.31082	5.88516	9.57199	4.29756
C9R3004251	chr9:50348625-50348643	R	7.89783	4.74536	16.4108	1.54054	5.88516	9.57199	4.29756
C3R65EFD57	chr3:106888535-106888537	R	7.89783	4.74536	16.4108	2.31082	29.4258	9.57199	4.29756
C16F7C85B5	chr16:8160693-8160693	F	7.89783	4.74536	16.4108	2.31082	29.4258	9.57199	4.29756
CXR6E963A	chrX:7247418-7247427	R	7.89783	4.74536	16.4108	2.31082	29.4258	9.57199	4.29756
C4R15887B5	chr4:22579125-22579147	R	7.89783	1.58179	16.4108	2.31082	29.4258	14.358	4.29756
C1R39B54B5	chr1:60511413-60511450	R	7.89783	1.58179	16.4108	2.31082	29.4258	14.358	8.59513
C1R346313C	chr1:54931772-54931788	R	3.94892	3.16357	4.10269	0.770272	5.88516	9.57199	4.29756
C8R6B49458	chr8:112497752-112497836	R	7.89783	3.16357	1.64108	9.24326	5.88516	4.78599	4.29756
C11R4EE0155	chr11:82706773-82706810	R	7.89783	1.58179	4.10269	4.62163	5.88516	4.78599	4.29756
C8R5D3C81F	chr8:97765407-97765484	R	3.94892	7.90893	0.820538	6.16217	5.88516	4.78599	8.59513
C11R612013B	chr11:101843259-101843277	R	3.94892	7.90893	0.820538	6.16217	5.88516	4.78599	4.29756
C12RAE26BD	chr12:11413181-11413202	R	3.94892	7.90893	0.820538	0.770272	5.88516	19.144	4.29756
C19F87E011	chr19:8904721-8904762	F	7.89783	7.90893	0.820538	5.3919	17.6555	19.144	4.29756
C4F2CEE32C	chr4:47113004-47113053	F	7.89783	7.90893	0.820538	8.47299	11.7703	19.144	4.29756
C9R4C27421	chr9:79852577-79852577	R	11.8468	7.90893	0.820538	4.62163	5.88516	19.144	8.59513
C12F359DEB8	chr12:56221368-56221421	F	11.8468	7.90893	6.5643	12.3243	5.88516	19.144	12.8927
C7F18386A1	chr7:25396897-25396919	F	11.8468	7.90893	0.820538	1.54054	29.4258	19.144	12.8927
C17F52878B0	chr17:86538416-86538442	F	11.8468	7.90893	0.820538	1.54054	29.4258	19.144	12.8927
CXF67E936	chrX:6809910-6809932	F	7.89783	7.90893	0.820538	1.54054	29.4258	9.57199	12.8927
C2F1E7DE73	chr2:31972979-31973049	F	7.89783	1.58179	0.820538	1.54054	29.4258	9.57199	12.8927
C3R794397C	chr3:127154556-127154619	R	7.89783	1.58179	0.820538	1.54054	29.4258	9.57199	4.29756
C10F5DDB87D	chr10:98416765-98416773	F	7.89783	1.58179	0.820538	2.31082	29.4258	9.57199	4.29756
C15F5DE6CF2	chr15:98462962-98462997	F	7.89783	1.58179	0.820538	0.770272	29.4258	9.57199	21.4878
C14R338E636	chr14:54060598-54060643	R	7.89783	1.58179	3.28215	7.70272	11.7703	4.78599	4.29756
C10R67DAD1	chr10:6806225-6806301	R	7.89783	1.58179	28.7188	1.54054	11.7703	4.78599	4.29756
C1F9E4C877	chr1:165988471-165988552	F	7.89783	1.58179	22.9751	1.54054	5.88516	4.78599	4.29756
C4F374D476	chr4:57988214-57988222	F	7.89783	1.58179	1.64108	25.419	5.88516	4.78599	4.29756
C7R7E463E0	chr7:132408288-132408434	R	7.89783	1.58179	18.8724	2.31082	5.88516	4.78599	4.29756
C3F27E6A58	chr3:41839192-41839206	F	15.7957	1.58179	4.10269	6.93245	5.88516	4.78599	4.29756
C2R8D445A2	chr2:148129186-148129205	R	15.7957	1.58179	4.10269	4.62163	17.6555	9.57199	4.29756
C13R41D9C77	chr13:69049463-69049506	R	7.89783	3.16357	1.64108	3.08109	11.7703	9.57199	4.29756
C18F3A47B29	chr18:61111081-61111154	F	7.89783	3.16357	1.64108	3.08109	11.7703	9.57199	8.59513
C9R69E563B	chr9:111040059-111040061	R	7.89783	3.16357	27.0777	3.08109	11.7703	4.78599	8.59513
C15F48A1647	chr15:76158535-76158556	F	3.94892	4.74536	1.64108	3.85136	11.7703	4.78599	12.8927
C8R686443F	chr8:109462591-109462591	R	3.94892	11.0725	1.64108	2.31082	11.7703	4.78599	12.8927
C8R53AB380	chr8:87733120-87733144	R	7.89783	3.16357	8.20538	2.31082	11.7703	9.57199	12.8927
C12R359DDB7	chr12:56221111-56221130	R	11.8468	1.58179	8.20538	0.770272	11.7703	4.78599	12.8927
C16F5BEBB49	chr16:96385865-96385930	F	11.8468	1.58179	8.20538	0.770272	11.7703	9.57199	4.29756
C13R1313A40	chr13:20003392-20003392	R	3.94892	1.58179	2.46161	6.16217	11.7703	4.78599	4.29756
CXF7CFFE5C	chrX:131071580-131071580	F	3.94892	1.58179	2.46161	0.770272	11.7703	4.78599	4.29756
C19R59314A	chr19:5845322-5845372	R	3.94892	1.58179	1.64108	18.4865	5.88516	4.78599	4.29756
C1FB1E6E62	chr1:186543714-186543714	F	3.94892	1.58179	30.3599	1.54054	5.88516	4.78599	4.29756
C2R57EE3E7	chr2:92201959-92202010	R	7.89783	1.58179	30.3599	1.54054	5.88516	9.57199	12.8927
C14R340F92C	chr14:54589740-54589771	R	3.94892	1.58179	30.3599	0.770272	5.88516	19.144	4.29756
C16F137A0B8	chr16:20422840-20422840	F	19.7446	1.58179	0.820538	1.54054	5.88516	4.78599	4.29756
C15R5D3566F	chr15:97736303-97736356	R	19.7446	12.6543	0.820538	19.2568	5.88516	4.78599	4.29756
C13R2ACD2B2	chr13:44880562-44880563	R	19.7446	4.74536	1.64108	6.93245	5.88516	4.78599	4.29756
C6R31D3652	chr6:52246098-52246099	R	7.89783	15.8179	8.20538	6.93245	5.88516	4.78599	4.29756
C8FC908DD	chr8:13175005-13175048	F	3.94892	15.8179	5.74376	6.16217	11.7703	4.78599	4.29756
C9F1D5AA23	chr9:30779939-30780009	F	3.94892	4.74536	3.28215	8.47299	11.7703	4.78599	8.59513
CXR3633267	chrX:56832615-56832616	R	3.94892	7.90893	1.64108	0.770272	11.7703	4.78599	8.59513
C4R91E9D75	chr4:153001333-153001352	R	23.6935	1.58179	1.64108	0.770272	5.88516	4.78599	8.59513
C4F82394BD	chr4:136549565-136549589	F	3.94892	15.8179	0.820538	1.54054	5.88516	4.78599	4.29756
C11R3A6D331	chr11:61264689-61264694	R	27.6424	15.8179	0.820538	1.54054	5.88516	4.78599	4.29756
C12F53B4AFE	chr12:87771902-87771904	F	27.6424	15.8179	0.820538	1.54054	5.88516	4.78599	4.29756
C14F139158D	chr14:20518285-20518285	F	27.6424	15.8179	0.820538	1.54054	5.88516	4.78599	4.29756
C7R1AF99E3	chr7:28285411-28285477	R	27.6424	1.58179	0.820538	23.8784	5.88516	4.78599	4.29756
C15F624C747	chr15:103073607-103073624	F	3.94892	6.32714	1.64108	6.16217	5.88516	9.57199	4.29756
C10F39AFEC0	chr10:60489408-60489448	F	3.94892	6.32714	31.1804	0.770272	5.88516	9.57199	4.29756
C3F56023F1	chr3:90186737-90186744	F	15.7957	1.58179	1.64108	3.85136	5.88516	4.78599	4.29756
C13R3E028B3	chr13:65022131-65022134	R	15.7957	1.58179	18.8724	13.0946	5.88516	4.78599	4.29756
C2F94FF28C	chr2:156234380-156234386	F	3.94892	1.58179	18.8724	0.770272	5.88516	14.358	12.8927
C2F3AC05E7	chr2:61605351-61605385	F	3.94892	1.58179	18.8724	0.770272	5.88516	9.57199	12.8927
C19RDFC37E	chr19:14664574-14664691	R	3.94892	1.58179	2.46161	6.16217	5.88516	9.57199	4.29756
C4R5EB853A	chr4:99321146-99321180	R	3.94892	3.16357	0.820538	13.8649	5.88516	9.57199	4.29756
C17R18A162A	chr17:25826858-25826858	R	3.94892	9.49071	1.64108	5.3919	5.88516	9.57199	4.29756
C19F34BE36D	chr19:55305069-55305131	F	3.94892	9.49071	6.5643	25.419	5.88516	9.57199	4.29756
C3F552A07F	chr3:89301119-89301157	F	3.94892	11.0725	6.5643	15.4054	5.88516	4.78599	4.29756
C8R4F1C750	chr8:82954064-82954105	R	3.94892	6.32714	6.5643	18.4865	5.88516	4.78599	4.29756
C15R5DDBDAE	chr15:98418094-98418100	R	15.7957	3.16357	1.64108	2.31082	5.88516	4.78599	4.29756
C1F55C4A42	chr1:89934402-89934420	F	15.7957	3.16357	32.001	2.31082	5.88516	4.78599	4.29756
C5R540EC68	chr5:88140904-88140929	R	15.7957	3.16357	32.001	2.31082	5.88516	4.78599	4.29756
C8F464A94A	chr8:73705802-73705870	F	7.89783	3.16357	5.74376	5.3919	5.88516	4.78599	4.29756
C17F1FB1EA6	chr17:33234598-33234602	F	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C17RBF06B3	chr17:12519091-12519141	R	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C17R1DE8AFD	chr17:31361789-31361879	R	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C15R32809ED	chr15:52955629-52955634	R	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C14F1C58D84	chr14:29724036-29724159	F	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C14F1C58EFB	chr14:29724411-29724554	F	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C9R2E1DEB1	chr9:48357041-48357093	R	7.89783	3.16357	32.001	5.3919	5.88516	4.78599	4.29756
C14F193954B	chr14:26449227-26449334	F	7.89783	3.16357	0.820538	0.770272	5.88516	9.57199	8.59513
C15R4BD4D7D	chr15:79515005-79515009	R	3.94892	1.58179	0.820538	0.770272	5.88516	19.144	4.29756
C7R79C0EEB	chr7:127667947-127667992	R	3.94892	1.58179	0.820538	5.3919	11.7703	4.78599	4.29756
C15R5255ECA	chr15:86335178-86335178	R	3.94892	1.58179	0.820538	2.31082	5.88516	19.144	4.29756
C2R9DE7AE9	chr2:165575401-165575419	R	3.94892	1.58179	0.820538	3.08109	23.5406	19.144	4.29756
C17R21FA60C	chr17:35628556-35628607	R	3.94892	1.58179	0.820538	8.47299	23.5406	19.144	4.29756
C8R3864E0D	chr8:59133453-59133455	R	3.94892	4.74536	0.820538	6.93245	5.88516	19.144	8.59513
C17R4DCCA1F	chr17:81578527-81578550	R	15.7957	1.58179	0.820538	6.93245	11.7703	19.144	8.59513
C14R74BDC68	chr14:122412136-122412156	R	15.7957	1.58179	0.820538	6.93245	11.7703	19.144	12.8927
C9F6A113D5	chr9:111219669-111219669	F	15.7957	1.58179	0.820538	6.93245	11.7703	19.144	12.8927
C4F6053AC4	chr4:101006020-101006060	F	15.7957	1.58179	0.820538	6.93245	11.7703	19.144	12.8927
C16R2A33D2C	chr16:44252460-44252490	R	15.7957	1.58179	0.820538	6.93245	11.7703	19.144	12.8927
C8R2CA989B	chr8:46831771-46831861	R	15.7957	1.58179	20.5134	0.770272	11.7703	19.144	8.59513
C10R10D201A	chr10:17637402-17637472	R	15.7957	1.58179	4.10269	7.70272	11.7703	14.358	4.29756
C5F55CB6E7	chr5:89962215-89962279	F	15.7957	1.58179	4.10269	7.70272	11.7703	9.57199	4.29756
C17F10B83A5	chr17:17531813-17531876	F	3.94892	3.16357	4.10269	0.770272	11.7703	19.144	4.29756
C1R5F2F137	chr1:99807543-99807583	R	7.89783	3.16357	0.820538	15.4054	11.7703	19.144	4.29756
C3F6763D79	chr3:108412281-108412365	F	7.89783	3.16357	0.820538	2.31082	11.7703	9.57199	4.29756
C19R1FE883A	chr19:33458234-33458285	R	3.94892	6.32714	1.64108	6.93245	11.7703	9.57199	4.29756
C19RDFC218	chr19:14664216-14664223	R	3.94892	1.58179	0.820538	3.08109	11.7703	9.57199	12.8927
C1RB6FB9E9	chr1:191871465-191871522	R	15.7957	1.58179	8.20538	3.08109	11.7703	9.57199	12.8927
C11F3172219	chr11:51847705-51847783	F	15.7957	3.16357	8.20538	3.08109	11.7703	9.57199	8.59513
C6F36F677A	chr6:57632634-57632655	F	7.89783	3.16357	0.820538	1.54054	11.7703	14.358	4.29756
C11R429036E	chr11:69796718-69796765	R	7.89783	3.16357	0.820538	1.54054	11.7703	14.358	4.29756
C7R47B2FAB	chr7:75181995-75182053	R	15.7957	3.16357	0.820538	1.54054	11.7703	4.78599	4.29756
